,,0
228,Pclass,2
228,Name,"Fahlstrom, Mr. Arne Jonas"
228,Sex,male
228,Age,18.0
228,SibSp,0.0
228,Parch,0.0
228,Ticket,236171
228,Fare,13.0
228,Embarked,S
229,Unnamed: 0,229
229,PassengerId,230
229,Survived,0
229,Pclass,3
229,Name,"Lefebre, Miss. Mathilde"
229,Sex,female
229,SibSp,3.0
229,Parch,1.0
229,Ticket,4133
229,Fare,25.4667
229,Embarked,S
230,Unnamed: 0,230
230,PassengerId,231
230,Survived,1
230,Pclass,1
230,Name,"Harris, Mrs. Henry Birkhardt (Irene Wallach)"
230,Sex,female
230,Age,35.0
230,SibSp,1.0
230,Parch,0.0
230,Ticket,36973
230,Fare,83.475
230,Cabin,C83
230,Embarked,S
231,Unnamed: 0,231
231,PassengerId,232
231,Survived,0
231,Pclass,3
231,Name,"Larsson, Mr. Bengt Edvin"
231,Sex,male
231,Age,29.0
231,SibSp,0.0
231,Parch,0.0
231,Ticket,347067
231,Fare,7.775
231,Embarked,S
232,Unnamed: 0,232
232,PassengerId,233
232,Survived,0
232,Pclass,2
232,Name,"Sjostedt, Mr. Ernst Adolf"
232,Sex,male
232,Age,59.0
232,SibSp,0.0
232,Parch,0.0
232,Ticket,237442
232,Fare,13.5
232,Embarked,S
233,Unnamed: 0,233
233,PassengerId,234
233,Survived,1
233,Pclass,3
233,Name,"Asplund, Miss. Lillian Gertrud"
233,Sex,female
233,Age,5.0
233,SibSp,4.0
233,Parch,2.0
233,Ticket,347077
233,Fare,31.3875
233,Embarked,S
234,Unnamed: 0,234
234,PassengerId,235
234,Survived,0
234,Pclass,2
234,Name,"Leyson, Mr. Robert William Norman"
234,Sex,male
234,Age,24.0
234,SibSp,0.0
234,Parch,0.0
234,Ticket,C.A. 29566
234,Fare,10.5
234,Embarked,S
235,Unnamed: 0,235
235,PassengerId,236
235,Survived,0
235,Pclass,3
235,Name,"Harknett, Miss. Alice Phoebe"
235,Sex,female
235,SibSp,0.0
235,Parch,0.0
235,Ticket,W./C. 6609
235,Fare,7.55
235,Embarked,S
236,Unnamed: 0,236
236,PassengerId,237
236,Survived,0
236,Pclass,2
236,Name,"Hold, Mr. Stephen"
236,Sex,male
236,Age,44.0
236,SibSp,1.0
236,Parch,0.0
236,Ticket,26707
236,Fare,26.0
236,Embarked,S
237,Unnamed: 0,237
237,PassengerId,238
237,Survived,1
237,Pclass,2
237,Name,"Collyer, Miss. Marjorie ""Lottie"""
237,Sex,female
237,Age,8.0
237,SibSp,0.0
237,Parch,2.0
237,Ticket,C.A. 31921
237,Fare,26.25
237,Embarked,S
238,Unnamed: 0,238
238,PassengerId,239
238,Survived,0
238,Pclass,2
238,Name,"Pengelly, Mr. Frederick William"
238,Sex,male
238,Age,19.0
238,SibSp,0.0
238,Parch,0.0
238,Ticket,28665
238,Fare,10.5
238,Embarked,S
239,Unnamed: 0,239
239,PassengerId,240
239,Survived,0
239,Pclass,2
239,Name,"Hunt, Mr. George Henry"
239,Sex,male
239,Age,33.0
239,SibSp,0.0
239,Parch,0.0
239,Ticket,SCO/W 1585
239,Fare,12.275
239,Embarked,S
240,Unnamed: 0,240
240,PassengerId,241
240,Survived,0
240,Pclass,3
240,Name,"Zabour, Miss. Thamine"
240,Sex,female
240,SibSp,1.0
240,Parch,0.0
240,Ticket,2665
240,Fare,14.4542
240,Embarked,C
241,Unnamed: 0,241
241,PassengerId,242
241,Survived,1
241,Pclass,3
241,Name,"Murphy, Miss. Katherine ""Kate"""
241,Sex,female
241,SibSp,1.0
241,Parch,0.0
241,Ticket,367230
241,Fare,15.5
241,Embarked,Q
242,Unnamed: 0,242
242,PassengerId,243
242,Survived,0
242,Pclass,2
242,Name,"Coleridge, Mr. Reginald Charles"
242,Sex,male
242,Age,29.0
242,SibSp,0.0
242,Parch,0.0
242,Ticket,W./C. 14263
242,Fare,10.5
242,Embarked,S
243,Unnamed: 0,243
243,PassengerId,244
243,Survived,0
243,Pclass,3
243,Name,"Maenpaa, Mr. Matti Alexanteri"
243,Sex,male
243,Age,22.0
243,SibSp,0.0
243,Parch,0.0
243,Ticket,STON/O 2. 3101275
243,Fare,7.125
243,Embarked,S
244,Unnamed: 0,244
244,PassengerId,245
244,Survived,0
244,Pclass,3
244,Name,"Attalah, Mr. Sleiman"
244,Sex,male
244,Age,30.0
244,SibSp,0.0
244,Parch,0.0
244,Ticket,2694
244,Fare,7.225
244,Embarked,C
245,Unnamed: 0,245
245,PassengerId,246
245,Survived,0
245,Pclass,1
245,Name,"Minahan, Dr. William Edward"
245,Sex,male
245,Age,44.0
245,SibSp,2.0
245,Parch,0.0
245,Ticket,19928
245,Fare,90.0
245,Cabin,C78
245,Embarked,Q
246,Unnamed: 0,246
246,PassengerId,247
246,Survived,0
246,Pclass,3
246,Name,"Lindahl, Miss. Agda Thorilda Viktoria"
246,Sex,female
246,Age,25.0
246,SibSp,0.0
246,Parch,0.0
246,Ticket,347071
246,Fare,7.775
246,Embarked,S
247,Unnamed: 0,247
247,PassengerId,248
247,Survived,1
247,Pclass,2
247,Name,"Hamalainen, Mrs. William (Anna)"
247,Sex,female
247,Age,24.0
247,SibSp,0.0
247,Parch,2.0
247,Ticket,250649
247,Fare,14.5
247,Embarked,S
248,Unnamed: 0,248
248,PassengerId,249
248,Survived,1
248,Pclass,1
248,Name,"Beckwith, Mr. Richard Leonard"
248,Sex,male
248,Age,37.0
248,SibSp,1.0
248,Parch,1.0
248,Ticket,11751
248,Fare,52.5542
248,Cabin,D35
248,Embarked,S
249,Unnamed: 0,249
249,PassengerId,250
249,Survived,0
249,Pclass,2
249,Name,"Carter, Rev. Ernest Courtenay"
249,Sex,male
249,Age,54.0
249,SibSp,1.0
249,Parch,0.0
249,Ticket,244252
249,Fare,26.0
249,Embarked,S
250,Unnamed: 0,250
250,PassengerId,251
250,Survived,0
250,Pclass,3
250,Name,"Reed, Mr. James George"
250,Sex,male
250,SibSp,0.0
250,Parch,0.0
250,Ticket,362316
250,Fare,7.25
250,Embarked,S
251,Unnamed: 0,251
251,PassengerId,252
251,Survived,0
251,Pclass,3
251,Name,"Strom, Mrs. Wilhelm (Elna Matilda Persson)"
251,Sex,female
251,Age,29.0
251,SibSp,1.0
251,Parch,1.0
251,Ticket,347054
251,Fare,10.4625
251,Cabin,G6
251,Embarked,S
252,Unnamed: 0,252
252,PassengerId,253
252,Survived,0
252,Pclass,1
252,Name,"Stead, Mr. William Thomas"
252,Sex,male
252,Age,62.0
252,SibSp,0.0
252,Parch,0.0
252,Ticket,113514
252,Fare,26.55
252,Cabin,C87
252,Embarked,S
253,Unnamed: 0,253
253,PassengerId,254
253,Survived,0
253,Pclass,3
253,Name,"Lobb, Mr. William Arthur"
253,Sex,male
253,Age,30.0
253,SibSp,1.0
253,Parch,0.0
253,Ticket,A/5. 3336
253,Fare,16.1
253,Embarked,S
254,Unnamed: 0,254
254,PassengerId,255
254,Survived,0
254,Pclass,3
254,Name,"Rosblom, Mrs. Viktor (Helena Wilhelmina)"
254,Sex,female
254,Age,41.0
254,SibSp,0.0
254,Parch,2.0
254,Ticket,370129
254,Fare,20.2125
254,Embarked,S
255,Unnamed: 0,255
255,PassengerId,256
255,Survived,1
255,Pclass,3
255,Name,"Touma, Mrs. Darwis (Hanne Youssef Razi)"
255,Sex,female
255,Age,29.0
255,SibSp,0.0
255,Parch,2.0
255,Ticket,2650
255,Fare,15.2458
255,Embarked,C
256,Unnamed: 0,256
256,PassengerId,257
256,Survived,1
256,Pclass,1
256,Name,"Thorne, Mrs. Gertrude Maybelle"
256,Sex,female
256,SibSp,0.0
256,Parch,0.0
256,Ticket,PC 17585
256,Fare,79.2
256,Embarked,C
257,Unnamed: 0,257
257,PassengerId,258
257,Survived,1
257,Pclass,1
257,Name,"Cherry, Miss. Gladys"
257,Sex,female
257,Age,30.0
257,SibSp,0.0
257,Parch,0.0
257,Ticket,110152
257,Fare,86.5
257,Cabin,B77
257,Embarked,S
258,Unnamed: 0,258
258,PassengerId,259
258,Survived,1
258,Pclass,1
258,Name,"Ward, Miss. Anna"
258,Sex,female
258,Age,35.0
258,SibSp,0.0
258,Parch,0.0
258,Ticket,PC 17755
258,Fare,512.3292
258,Embarked,C
259,Unnamed: 0,259
259,PassengerId,260
259,Survived,1
259,Pclass,2
259,Name,"Parrish, Mrs. (Lutie Davis)"
259,Sex,female
259,Age,50.0
259,SibSp,0.0
259,Parch,1.0
259,Ticket,230433
259,Fare,26.0
259,Embarked,S
260,Unnamed: 0,260
260,PassengerId,261
260,Survived,0
260,Pclass,3
260,Name,"Smith, Mr. Thomas"
260,Sex,male
260,SibSp,0.0
260,Parch,0.0
260,Ticket,384461
260,Fare,7.75
260,Embarked,Q
261,Unnamed: 0,261
261,PassengerId,262
261,Survived,1
261,Pclass,3
261,Name,"Asplund, Master. Edvin Rojj Felix"
261,Sex,male
261,Age,3.0
261,SibSp,4.0
261,Parch,2.0
261,Ticket,347077
261,Fare,31.3875
261,Embarked,S
262,Unnamed: 0,262
262,PassengerId,263
262,Survived,0
262,Pclass,1
262,Name,"Taussig, Mr. Emil"
262,Sex,male
262,Age,52.0
262,SibSp,1.0
262,Parch,1.0
262,Ticket,110413
262,Fare,79.65
262,Cabin,E67
262,Embarked,S
263,Unnamed: 0,263
263,PassengerId,264
263,Survived,0
263,Pclass,1
263,Name,"Harrison, Mr. William"
263,Sex,male
263,Age,40.0
263,SibSp,0.0
263,Parch,0.0
263,Ticket,112059
263,Fare,0.0
263,Cabin,B94
263,Embarked,S
264,Unnamed: 0,264
264,PassengerId,265
264,Survived,0
264,Pclass,3
264,Name,"Henry, Miss. Delia"
264,Sex,female
264,SibSp,0.0
264,Parch,0.0
264,Ticket,382649
264,Fare,7.75
264,Embarked,Q
265,Unnamed: 0,265
265,PassengerId,266
265,Survived,0
265,Pclass,2
265,Name,"Reeves, Mr. David"
265,Sex,male
265,Age,36.0
265,SibSp,0.0
265,Parch,0.0
265,Ticket,C.A. 17248
265,Fare,10.5
265,Embarked,S
266,Unnamed: 0,266
266,PassengerId,267
266,Survived,0
266,Pclass,3
266,Name,"Panula, Mr. Ernesti Arvid"
266,Sex,male
266,Age,16.0
266,SibSp,4.0
266,Parch,1.0
266,Ticket,3101295
266,Fare,39.6875
266,Embarked,S
267,Unnamed: 0,267
267,PassengerId,268
267,Survived,1
267,Pclass,3
267,Name,"Persson, Mr. Ernst Ulrik"
267,Sex,male
267,Age,25.0
267,SibSp,1.0
267,Parch,0.0
267,Ticket,347083
267,Fare,7.775
267,Embarked,S
268,Unnamed: 0,268
268,PassengerId,269
268,Survived,1
268,Pclass,1
268,Name,"Graham, Mrs. William Thompson (Edith Junkins)"
268,Sex,female
268,Age,58.0
268,SibSp,0.0
268,Parch,1.0
268,Ticket,PC 17582
268,Fare,153.4625
268,Cabin,C125
268,Embarked,S
269,Unnamed: 0,269
269,PassengerId,270
269,Survived,1
269,Pclass,1
269,Name,"Bissette, Miss. Amelia"
269,Sex,female
269,Age,35.0
269,SibSp,0.0
269,Parch,0.0
269,Ticket,PC 17760
269,Fare,135.6333
269,Cabin,C99
269,Embarked,S
270,Unnamed: 0,270
270,PassengerId,271
270,Survived,0
270,Pclass,1
270,Name,"Cairns, Mr. Alexander"
270,Sex,male
270,SibSp,0.0
270,Parch,0.0
270,Ticket,113798
270,Fare,31.0
270,Embarked,S
271,Unnamed: 0,271
271,PassengerId,272
271,Survived,1
271,Pclass,3
271,Name,"Tornquist, Mr. William Henry"
271,Sex,male
271,Age,25.0
271,SibSp,0.0
271,Parch,0.0
271,Ticket,LINE
271,Fare,0.0
271,Embarked,S
272,Unnamed: 0,272
272,PassengerId,273
272,Survived,1
272,Pclass,2
272,Name,"Mellinger, Mrs. (Elizabeth Anne Maidment)"
272,Sex,female
272,Age,41.0
272,SibSp,0.0
272,Parch,1.0
272,Ticket,250644
272,Fare,19.5
272,Embarked,S
273,Unnamed: 0,273
273,PassengerId,274
273,Survived,0
273,Pclass,1
273,Name,"Natsch, Mr. Charles H"
273,Sex,male
273,Age,37.0
273,SibSp,0.0
273,Parch,1.0
273,Ticket,PC 17596
273,Fare,29.7
273,Cabin,C118
273,Embarked,C
274,Unnamed: 0,274
274,PassengerId,275
274,Survived,1
274,Pclass,3
274,Name,"Healy, Miss. Hanora ""Nora"""
274,Sex,female
274,SibSp,0.0
274,Parch,0.0
274,Ticket,370375
274,Fare,7.75
274,Embarked,Q
275,Unnamed: 0,275
275,PassengerId,276
275,Survived,1
275,Pclass,1
275,Name,"Andrews, Miss. Kornelia Theodosia"
275,Sex,female
275,Age,63.0
275,SibSp,1.0
275,Parch,0.0
275,Ticket,13502
275,Fare,77.9583
275,Cabin,D7
275,Embarked,S
276,Unnamed: 0,276
276,PassengerId,277
276,Survived,0
276,Pclass,3
276,Name,"Lindblom, Miss. Augusta Charlotta"
276,Sex,female
276,Age,45.0
276,SibSp,0.0
276,Parch,0.0
276,Ticket,347073
276,Fare,7.75
276,Embarked,S
277,Unnamed: 0,277
277,PassengerId,278
277,Survived,0
277,Pclass,2
277,Name,"Parkes, Mr. Francis ""Frank"""
277,Sex,male
277,SibSp,0.0
277,Parch,0.0
277,Ticket,239853
277,Fare,0.0
277,Embarked,S
278,Unnamed: 0,278
278,PassengerId,279
278,Survived,0
278,Pclass,3
278,Name,"Rice, Master. Eric"
278,Sex,male
278,Age,7.0
278,SibSp,4.0
278,Parch,1.0
278,Ticket,382652
278,Fare,29.125
278,Embarked,Q
279,Unnamed: 0,279
279,PassengerId,280
279,Survived,1
279,Pclass,3
279,Name,"Abbott, Mrs. Stanton (Rosa Hunt)"
279,Sex,female
279,Age,35.0
279,SibSp,1.0
279,Parch,1.0
279,Ticket,C.A. 2673
279,Fare,20.25
279,Embarked,S
280,Unnamed: 0,280
280,PassengerId,281
280,Survived,0
280,Pclass,3
280,Name,"Duane, Mr. Frank"
280,Sex,male
280,Age,65.0
280,SibSp,0.0
280,Parch,0.0
280,Ticket,336439
280,Fare,7.75
280,Embarked,Q
281,Unnamed: 0,281
281,PassengerId,282
281,Survived,0
281,Pclass,3
281,Name,"Olsson, Mr. Nils Johan Goransson"
281,Sex,male
281,Age,28.0
281,SibSp,0.0
281,Parch,0.0
281,Ticket,347464
281,Fare,7.8542
281,Embarked,S
282,Unnamed: 0,282
282,PassengerId,283
282,Survived,0
282,Pclass,3
282,Name,"de Pelsmaeker, Mr. Alfons"
282,Sex,male
282,Age,16.0
282,SibSp,0.0
282,Parch,0.0
282,Ticket,345778
282,Fare,9.5
282,Embarked,S
283,Unnamed: 0,283
283,PassengerId,284
283,Survived,1
283,Pclass,3
283,Name,"Dorking, Mr. Edward Arthur"
283,Sex,male
283,Age,19.0
283,SibSp,0.0
283,Parch,0.0
283,Ticket,A/5. 10482
283,Fare,8.05
283,Embarked,S
284,Unnamed: 0,284
284,PassengerId,285
284,Survived,0
284,Pclass,1
284,Name,"Smith, Mr. Richard William"
284,Sex,male
284,SibSp,0.0
284,Parch,0.0
284,Ticket,113056
284,Fare,26.0
284,Cabin,A19
284,Embarked,S
285,Unnamed: 0,285
285,PassengerId,286
285,Survived,0
285,Pclass,3
285,Name,"Stankovic, Mr. Ivan"
285,Sex,male
285,Age,33.0
285,SibSp,0.0
285,Parch,0.0
285,Ticket,349239
285,Fare,8.6625
285,Embarked,C
286,Unnamed: 0,286
286,PassengerId,287
286,Survived,1
286,Pclass,3
286,Name,"de Mulder, Mr. Theodore"
286,Sex,male
286,Age,30.0
286,SibSp,0.0
286,Parch,0.0
286,Ticket,345774
286,Fare,9.5
286,Embarked,S
287,Unnamed: 0,287
287,PassengerId,288
287,Survived,0
287,Pclass,3
287,Name,"Naidenoff, Mr. Penko"
287,Sex,male
287,Age,22.0
287,SibSp,0.0
287,Parch,0.0
287,Ticket,349206
287,Fare,7.8958
287,Embarked,S
288,Unnamed: 0,288
288,PassengerId,289
288,Survived,1
288,Pclass,2
288,Name,"Hosono, Mr. Masabumi"
288,Sex,male
288,Age,42.0
288,SibSp,0.0
288,Parch,0.0
288,Ticket,237798
288,Fare,13.0
288,Embarked,S
289,Unnamed: 0,289
289,PassengerId,290
289,Survived,1
289,Pclass,3
289,Name,"Connolly, Miss. Kate"
289,Sex,female
289,Age,22.0
289,SibSp,0.0
289,Parch,0.0
289,Ticket,370373
289,Fare,7.75
289,Embarked,Q
290,Unnamed: 0,290
290,PassengerId,291
290,Survived,1
290,Pclass,1
290,Name,"Barber, Miss. Ellen ""Nellie"""
290,Sex,female
290,Age,26.0
290,SibSp,0.0
290,Parch,0.0
290,Ticket,19877
290,Fare,78.85
290,Embarked,S
291,Unnamed: 0,291
291,PassengerId,292
291,Survived,1
291,Pclass,1
291,Name,"Bishop, Mrs. Dickinson H (Helen Walton)"
291,Sex,female
291,Age,19.0
291,SibSp,1.0
291,Parch,0.0
291,Ticket,11967
291,Fare,91.0792
291,Cabin,B49
291,Embarked,C
292,Unnamed: 0,292
292,PassengerId,293
292,Survived,0
292,Pclass,2
292,Name,"Levy, Mr. Rene Jacques"
292,Sex,male
292,Age,36.0
292,SibSp,0.0
292,Parch,0.0
292,Ticket,SC/Paris 2163
292,Fare,12.875
292,Cabin,D
292,Embarked,C
293,Unnamed: 0,293
293,PassengerId,294
293,Survived,0
293,Pclass,3
293,Name,"Haas, Miss. Aloisia"
293,Sex,female
293,Age,24.0
293,SibSp,0.0
293,Parch,0.0
293,Ticket,349236
293,Fare,8.85
293,Embarked,S
294,Unnamed: 0,294
294,PassengerId,295
294,Survived,0
294,Pclass,3
294,Name,"Mineff, Mr. Ivan"
294,Sex,male
294,Age,24.0
294,SibSp,0.0
294,Parch,0.0
294,Ticket,349233
294,Fare,7.8958
294,Embarked,S
295,Unnamed: 0,295
295,PassengerId,296
295,Survived,0
295,Pclass,1
295,Name,"Lewy, Mr. Ervin G"
295,Sex,male
295,SibSp,0.0
295,Parch,0.0
295,Ticket,PC 17612
295,Fare,27.7208
295,Embarked,C
296,Unnamed: 0,296
296,PassengerId,297
296,Survived,0
296,Pclass,3
296,Name,"Hanna, Mr. Mansour"
296,Sex,male
296,Age,23.5
296,SibSp,0.0
296,Parch,0.0
296,Ticket,2693
296,Fare,7.2292
296,Embarked,C
297,Unnamed: 0,297
297,PassengerId,298
297,Survived,0
297,Pclass,1
297,Name,"Allison, Miss. Helen Loraine"
297,Sex,female
297,Age,2.0
297,SibSp,1.0
297,Parch,2.0
297,Ticket,113781
297,Fare,151.55
297,Cabin,C22 C26
297,Embarked,S
298,Unnamed: 0,298
298,PassengerId,299
298,Survived,1
298,Pclass,1
298,Name,"Saalfeld, Mr. Adolphe"
298,Sex,male
298,SibSp,0.0
298,Parch,0.0
298,Ticket,19988
298,Fare,30.5
298,Cabin,C106
298,Embarked,S
299,Unnamed: 0,299
299,PassengerId,300
299,Survived,1
299,Pclass,1
299,Name,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)"
299,Sex,female
299,Age,50.0
299,SibSp,0.0
299,Parch,1.0
299,Ticket,PC 17558
299,Fare,247.5208
299,Cabin,B58 B60
299,Embarked,C
300,Unnamed: 0,300
300,PassengerId,301
300,Survived,1
300,Pclass,3
300,Name,"Kelly, Miss. Anna Katherine ""Annie Kate"""
300,Sex,female
300,SibSp,0.0
300,Parch,0.0
300,Ticket,9234
300,Fare,7.75
300,Embarked,Q
301,Unnamed: 0,301
301,PassengerId,302
301,Survived,1
301,Pclass,3
301,Name,"McCoy, Mr. Bernard"
301,Sex,male
301,SibSp,2.0
301,Parch,0.0
301,Ticket,367226
301,Fare,23.25
301,Embarked,Q
302,Unnamed: 0,302
302,PassengerId,303
302,Survived,0
302,Pclass,3
302,Name,"Johnson, Mr. William Cahoone Jr"
302,Sex,male
302,Age,19.0
302,SibSp,0.0
302,Parch,0.0
302,Ticket,LINE
302,Fare,0.0
302,Embarked,S
303,Unnamed: 0,303
303,PassengerId,304
303,Survived,1
303,Pclass,2
303,Name,"Keane, Miss. Nora A"
303,Sex,female
303,SibSp,0.0
303,Parch,0.0
303,Ticket,226593
303,Fare,12.35
303,Cabin,E101
303,Embarked,Q
304,Unnamed: 0,304
304,PassengerId,305
304,Survived,0
304,Pclass,3
304,Name,"Williams, Mr. Howard Hugh ""Harry"""
304,Sex,male
304,SibSp,0.0
304,Parch,0.0
304,Ticket,A/5 2466
304,Fare,8.05
304,Embarked,S
305,Unnamed: 0,305
305,PassengerId,306
305,Survived,1
305,Pclass,1
305,Name,"Allison, Master. Hudson Trevor"
305,Sex,male
305,Age,0.92
305,SibSp,1.0
305,Parch,2.0
305,Ticket,113781
305,Fare,151.55
305,Cabin,C22 C26
305,Embarked,S
306,Unnamed: 0,306
306,PassengerId,307
306,Survived,1
306,Pclass,1
306,Name,"Fleming, Miss. Margaret"
306,Sex,female
306,SibSp,0.0
306,Parch,0.0
306,Ticket,17421
306,Fare,110.8833
306,Embarked,C
307,Unnamed: 0,307
307,PassengerId,308
307,Survived,1
307,Pclass,1
307,Name,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)"
307,Sex,female
307,Age,17.0
307,SibSp,1.0
307,Parch,0.0
307,Ticket,PC 17758
307,Fare,108.9
307,Cabin,C65
307,Embarked,C
308,Unnamed: 0,308
308,PassengerId,309
308,Survived,0
308,Pclass,2
308,Name,"Abelson, Mr. Samuel"
308,Sex,male
308,Age,30.0
308,SibSp,1.0
308,Parch,0.0
308,Ticket,P/PP 3381
308,Fare,24.0
308,Embarked,C
309,Unnamed: 0,309
309,PassengerId,310
309,Survived,1
309,Pclass,1
309,Name,"Francatelli, Miss. Laura Mabel"
309,Sex,female
309,Age,30.0
309,SibSp,0.0
309,Parch,0.0
309,Ticket,PC 17485
309,Fare,56.9292
309,Cabin,E36
309,Embarked,C
310,Unnamed: 0,310
310,PassengerId,311
310,Survived,1
310,Pclass,1
310,Name,"Hays, Miss. Margaret Bechstein"
310,Sex,female
310,Age,24.0
310,SibSp,0.0
310,Parch,0.0
310,Ticket,11767
310,Fare,83.1583
310,Cabin,C54
310,Embarked,C
311,Unnamed: 0,311
311,PassengerId,312
311,Survived,1
311,Pclass,1
311,Name,"Ryerson, Miss. Emily Borie"
311,Sex,female
311,Age,18.0
311,SibSp,2.0
311,Parch,2.0
311,Ticket,PC 17608
311,Fare,262.375
311,Cabin,B57 B59 B63 B66
311,Embarked,C
312,Unnamed: 0,312
312,PassengerId,313
312,Survived,0
312,Pclass,2
312,Name,"Lahtinen, Mrs. William (Anna Sylfven)"
312,Sex,female
312,Age,26.0
312,SibSp,1.0
312,Parch,1.0
312,Ticket,250651
312,Fare,26.0
312,Embarked,S
313,Unnamed: 0,313
313,PassengerId,314
313,Survived,0
313,Pclass,3
313,Name,"Hendekovic, Mr. Ignjac"
313,Sex,male
313,Age,28.0
313,SibSp,0.0
313,Parch,0.0
313,Ticket,349243
313,Fare,7.8958
313,Embarked,S
314,Unnamed: 0,314
314,PassengerId,315
314,Survived,0
314,Pclass,2
314,Name,"Hart, Mr. Benjamin"
314,Sex,male
314,Age,43.0
314,SibSp,1.0
314,Parch,1.0
314,Ticket,F.C.C. 13529
314,Fare,26.25
314,Embarked,S
315,Unnamed: 0,315
315,PassengerId,316
315,Survived,1
315,Pclass,3
315,Name,"Nilsson, Miss. Helmina Josefina"
315,Sex,female
315,Age,26.0
315,SibSp,0.0
315,Parch,0.0
315,Ticket,347470
315,Fare,7.8542
315,Embarked,S
316,Unnamed: 0,316
316,PassengerId,317
316,Survived,1
316,Pclass,2
316,Name,"Kantor, Mrs. Sinai (Miriam Sternin)"
316,Sex,female
316,Age,24.0
316,SibSp,1.0
316,Parch,0.0
316,Ticket,244367
316,Fare,26.0
316,Embarked,S
317,Unnamed: 0,317
317,PassengerId,318
317,Survived,0
317,Pclass,2
317,Name,"Moraweck, Dr. Ernest"
317,Sex,male
317,Age,54.0
317,SibSp,0.0
317,Parch,0.0
317,Ticket,29011
317,Fare,14.0
317,Embarked,S
318,Unnamed: 0,318
318,PassengerId,319
318,Survived,1
318,Pclass,1
318,Name,"Wick, Miss. Mary Natalie"
318,Sex,female
318,Age,31.0
318,SibSp,0.0
318,Parch,2.0
318,Ticket,36928
318,Fare,164.8667
318,Cabin,C7
318,Embarked,S
319,Unnamed: 0,319
319,PassengerId,320
319,Survived,1
319,Pclass,1
319,Name,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)"
319,Sex,female
319,Age,40.0
319,SibSp,1.0
319,Parch,1.0
319,Ticket,16966
319,Fare,134.5
319,Cabin,E34
319,Embarked,C
320,Unnamed: 0,320
320,PassengerId,321
320,Survived,0
320,Pclass,3
320,Name,"Dennis, Mr. Samuel"
320,Sex,male
320,Age,22.0
320,SibSp,0.0
320,Parch,0.0
320,Ticket,A/5 21172
320,Fare,7.25
320,Embarked,S
321,Unnamed: 0,321
321,PassengerId,322
321,Survived,0
321,Pclass,3
321,Name,"Danoff, Mr. Yoto"
321,Sex,male
321,Age,27.0
321,SibSp,0.0
321,Parch,0.0
321,Ticket,349219
321,Fare,7.8958
321,Embarked,S
322,Unnamed: 0,322
322,PassengerId,323
322,Survived,1
322,Pclass,2
322,Name,"Slayter, Miss. Hilda Mary"
322,Sex,female
322,Age,30.0
322,SibSp,0.0
322,Parch,0.0
322,Ticket,234818
322,Fare,12.35
322,Embarked,Q
323,Unnamed: 0,323
323,PassengerId,324
323,Survived,1
323,Pclass,2
323,Name,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)"
323,Sex,female
323,Age,22.0
323,SibSp,1.0
323,Parch,1.0
323,Ticket,248738
323,Fare,29.0
323,Embarked,S
324,Unnamed: 0,324
324,PassengerId,325
324,Survived,0
324,Pclass,3
324,Name,"Sage, Mr. George John Jr"
324,Sex,male
324,SibSp,8.0
324,Parch,2.0
324,Ticket,CA. 2343
324,Fare,69.55
324,Embarked,S
325,Unnamed: 0,325
325,PassengerId,326
325,Survived,1
325,Pclass,1
325,Name,"Young, Miss. Marie Grice"
325,Sex,female
325,Age,36.0
325,SibSp,0.0
325,Parch,0.0
325,Ticket,PC 17760
325,Fare,135.6333
325,Cabin,C32
325,Embarked,C
326,Unnamed: 0,326
326,PassengerId,327
326,Survived,0
326,Pclass,3
326,Name,"Nysveen, Mr. Johan Hansen"
326,Sex,male
326,Age,61.0
326,SibSp,0.0
326,Parch,0.0
326,Ticket,345364
326,Fare,6.2375
326,Embarked,S
327,Unnamed: 0,327
327,PassengerId,328
327,Survived,1
327,Pclass,2
327,Name,"Ball, Mrs. (Ada E Hall)"
327,Sex,female
327,Age,36.0
327,SibSp,0.0
327,Parch,0.0
327,Ticket,28551
327,Fare,13.0
327,Cabin,D
327,Embarked,S
328,Unnamed: 0,328
328,PassengerId,329
328,Survived,1
328,Pclass,3
328,Name,"Goldsmith, Mrs. Frank John (Emily Alice Brown)"
328,Sex,female
328,Age,31.0
328,SibSp,1.0
328,Parch,1.0
328,Ticket,363291
328,Fare,20.525
328,Embarked,S
329,Unnamed: 0,329
329,PassengerId,330
329,Survived,1
329,Pclass,1
329,Name,"Hippach, Miss. Jean Gertrude"
329,Sex,female
329,Age,16.0
329,SibSp,0.0
329,Parch,1.0
329,Ticket,111361
329,Fare,57.9792
329,Cabin,B18
329,Embarked,C
330,Unnamed: 0,330
330,PassengerId,331
330,Survived,1
330,Pclass,3
330,Name,"McCoy, Miss. Agnes"
330,Sex,female
330,SibSp,2.0
330,Parch,0.0
330,Ticket,367226
330,Fare,23.25
330,Embarked,Q
331,Unnamed: 0,331
331,PassengerId,332
331,Survived,0
331,Pclass,1
331,Name,"Partner, Mr. Austen"
331,Sex,male
331,Age,45.5
331,SibSp,0.0
331,Parch,0.0
331,Ticket,113043
331,Fare,28.5
331,Cabin,C124
331,Embarked,S
